SC-5,SP-6,SHBd,minHaaCH,maxwHBa,FMF
0.8135458104263034,-0.6150423286679155,0.03147488432532721,0.9010083055598024,-0.8540668158477325,-1.8079947668010556
1.7785869817483495,1.792509117485859,-1.0977023657198568,0.4180664555071308,-0.08655005681059232,0.316257239192877
1.984548660122851,1.1014354515283453,-0.17496955573877668,0.31562010985971817,0.02780414041118819,0.3675565266118146
0.7815822539450129,1.1505842288737955,0.14537339652834874,0.08497736945129072,0.1408630322713696,0.8310641287460058
-0.7715116756717321,0.24218273664336343,2.650222335602796,-0.13714088462339483,0.19681249072611723,-0.49760875676171185
-1.1250447359098448,-0.8354116293013896,-0.523772163294831,0.21402460748102134,0.2591998101571714,0.5385674896898714
2.084611675976346,-0.8454122866631205,-0.01790671015586352,-0.21456762207657537,0.31766254767173857,-1.0175775870925656
0.7605739259419634,1.6380456696033703,0.13017818224040276,0.2020084530162267,0.11002703149897039,1.4119091805485273
1.6244864415842741,0.147643575269435,-1.0977023657198568,-3.657537016230124,-3.710793192357735,-2.9670305391017906
-0.7579797413702508,-0.012627640320589753,-0.012028831655965555,0.1341898230409082,0.22691384069641488,-0.23740425884994745
-1.2816655988375711,-0.577827717384835,1.419161858226046,-0.7674391566297762,0.8727492274066089,-0.8508482338068852
-1.1414522062503907,-1.5120455336518857,1.0235187477673593,-1.1186447828506416,0.9371471700855188,-1.7658322479421729
0.11666810881790103,1.1481365661741105,-1.0977023657198568,0.09509919361969808,0.5409770585946102,1.0437974451902707
-0.042241906329159175,0.4710971319088742,1.7155968747995056,0.43269935436439283,0.1601379493685996,1.0943231084099636
-0.10703168010345897,-0.15844461109235683,1.3613727014849328,-0.04907057948797118,0.49022815450210394,1.2577845663712448
-0.6506094809939567,-1.4928190707298037,0.4346927862909178,-0.1044235528942671,0.49446206307210755,-0.28611590670589165
0.2845317538277748,0.18519854201667327,-1.0977023657198568,1.2586514440590675,-0.3894775151822031,0.624066302054768
-0.07692312628266366,0.4342880505405341,3.080411172538564,0.7369801716332272,-0.3496130427102991,-0.5729704244468392
-0.08015951390310104,-0.3543734927570831,0.3856477224564948,1.5759758491737879,-0.6038215531531042,-1.8432880363045685
0.11666810881790103,0.5671787552799409,0.181541885191962,0.4027111425537895,-0.07794690925967211,1.5242580879665504
-0.20990821063046963,0.590677765518041,0.27102196182189914,0.05701994393300032,0.48133501321351246,0.8497911697070536
-0.8340968718160823,-1.4338072265294097,-1.0977023657198568,-0.7941524245381512,0.8031313974496127,-0.45596643348508015
-1.5949016863870649,-0.7540521901565347,0.3719440804419338,0.8000549490442874,-0.03858509259973226,0.2606763419815622
-0.6551877854326247,0.6432445807163055,-0.046688636318391805,1.2904376642865816,-0.3380712919509748,0.4731829065053589
-0.36423992133886185,-0.4064551203787829,0.27102196182189914,0.3018139738013032,-0.05683536515718949,-0.23740425884994745
-0.5364845300788403,-1.6569645453267265,1.1511522734859114,0.42945651775532356,-0.026908011429494574,-1.115174281331871
1.1838471925863348,2.0970982914842344,-1.0977023657198568,-0.025848979710648538,0.4438871552222044,1.152398276746432
-1.1414522062503907,-0.9305663271530493,-1.0977023657198568,-3.657537016230124,-3.732544655974679,-0.6636978693307746
-0.0532873477027431,0.466259739354467,-1.0977023657198568,0.11012540681815934,0.2105388609758996,1.5193228991092944
0.5596528930947633,0.8379568726368096,-1.0977023657198568,0.7432089865060933,-0.3495743768786097,0.9355434106889449
0.8513901200227793,1.122160926813844,0.028317770545906094,0.6411639820231686,-0.37896040896265115,0.010128808212105165
0.2330765736463926,0.3957554670345462,0.18281956086782533,0.21374366866587954,0.2585038251867597,2.138075536674848
0.960006446016001,0.520050385902574,-1.0977023657198568,-0.4949846937049047,0.6665250140905091,0.36306150324723296
0.7177228006539401,1.0638660015698669,0.39384994398279594,-0.00505148056683848,0.15254011344160728,0.48562758543460227
-0.3373677551385039,0.18931901561466336,-0.06437645895612484,0.31474518612113234,0.24135552883245392,0.8164452990499175
-0.16594633906853276,-0.3894952800158766,-0.1111827384031536,0.8359830100893256,-0.4536627957868201,-0.3114320917087895
-1.8923223257217028,-0.633088409873877,-1.0977023657198568,-0.13759841355091187,0.5623785964347645,-0.914979012254689
0.4582254071992035,1.484176033381752,-0.25733400555782326,0.09739486508057413,0.38803436134668035,1.2725901329430132
-0.02413166758901028,-0.3657935048204062,0.12895754565721196,0.02762571704584011,0.2619450842071279,-0.6763693001804864
-0.20990821063046963,0.528247883464833,-1.0977023657198568,-0.18148908329940802,0.5571200433249885,0.168054851644301
-1.4224597369385235,-1.4401436314472336,-1.0977023657198568,-0.9231193943349844,0.9320046144708114,-0.7750597389773461
0.6023461458159364,-0.27315888572463526,-1.0977023657198568,0.9873688973345035,-0.839818456870141,-0.19457482257792164
0.6877833960119129,2.3622062316403536,-0.635198030830501,-0.08343340999150267,0.5314652639989857,1.2198236272151608
-1.2816655988375711,-0.39115360770294116,-0.14326152412215062,-0.1980163124530569,0.6232192825982369,0.7406568042203784
0.4757210705898267,-0.9530370293930568,2.2692867551897056,0.7134856598640522,-0.38211167424534775,-0.762161556207166
-0.36423992133886185,-1.0318039737258196,-1.0977023657198568,-0.19425975915344193,0.4537276093871895,-1.6844950002352865
2.071970594016379,2.0081641328604722,-1.0977023657198568,0.46527220327430446,-0.524440600694502,0.06218838148202584
-1.8923223257217028,-0.36366447276801733,-0.1414163094741962,0.007253639536387948,0.3432786611660507,-0.440240520883175
-0.3373677551385039,0.14105371415489837,-0.4993822472680829,-0.2061715649154696,0.4327513956956202,0.6327629051221496
